 256 2
  -3.3849220E-01  -5.7148169E-01
   5.6684086E-01   1.2555917E+00
   1.8238735E+00   1.9764705E+00
   1.2948344E-01  -1.0112917E+00
  -8.4598273E-01  -1.8824876E+00
  -1.8140957E+00  -9.3214920E-01
  -7.4640541E-01  -5.6269324E-01
   9.3636188E-01   1.8142562E+00
   7.3564874E-01   4.5430361E-01
   8.8365014E-01  -2.5279337E-01
  -1.3078077E+00  -1.7677844E+00
  -1.7411419E+00  -1.6693513E+00
   1.5889515E+00   7.1882876E-01
  -8.3421136E-02   2.7712522E-01
  -3.2874570E+00  -5.3140681E+00
  -3.5839390E+00  -3.8154245E+00
  -4.5610121E+00  -5.0880447E+00
  -6.2383291E+00  -5.5681850E+00
  -3.9536581E+00  -5.6885822E+00
  -5.2584216E+00  -4.4988542E+00
  -4.9217703E+00  -4.5825042E+00
  -2.0083650E+00  -1.9326518E+00
  -1.9949135E+00  -9.6463030E-01
  -1.1693811E+00   3.3139493E-01
  -8.7563111E-01  -4.0540885E-01
   9.3626088E-01   4.3066353E-01
   2.3476089E+00   4.0020725E+00
   3.2381884E+00   3.0556279E+00
   2.3277000E+00   1.7769403E+00
   2.3247412E+00   2.1583083E+00
   1.8422627E+00   2.1701244E+00
   1.3823534E+00   3.0175074E-01
   5.6543117E-01   7.1284641E-01
  -7.9269266E-01   8.6526269E-02
  -2.4274213E-01   1.7456520E+00
   8.0129662E-01   2.1042918E+00
   4.1928033E+00   4.1583304E+00
   3.0272348E+00   2.7590401E+00
   1.4672978E+00   2.1661522E+00
  -4.3649202E-01  -2.0453854E+00
  -4.9119118E+00  -3.4664292E+00
  -2.5244676E+00  -5.1486082E+00
  -4.2137160E+00  -5.3752042E+00
  -1.4825104E+00   1.7467801E+00
   6.5774412E+00   6.6912729E+00
   4.7622873E+00   4.1609111E+00
   2.8499588E+00   1.6448969E+00
   2.5943400E+00   8.0042699E-01
  -2.0423283E+00  -1.1086140E+00
  -3.0359546E+00  -3.3299426E+00
  -5.0854568E+00  -3.9258122E+00
  -6.2743053E+00  -4.5867990E+00
  -2.2951081E+00  -2.1522086E+00
  -4.0319229E+00  -3.9411807E+00
  -3.0190722E+00  -2.0363457E+00
  -3.6010700E+00  -4.8346095E+00
  -4.5762755E+00  -5.5426177E+00
  -5.0837507E+00  -3.7986491E+00
  -7.7739744E-01  -1.8884066E+00
  -3.9872950E-01  -2.1118653E-01
   1.0178367E+00   5.4581140E-01
   4.1183354E+00   3.9350509E+00
   3.3332077E+00   4.0062139E+00
   4.0995713E+00   4.4584676E+00
   5.6787741E+00   5.8924072E+00
   3.2310971E+00   3.3241968E+00
   2.0539974E+00   1.6705994E+00
  -3.9369145E-01  -5.0855528E-01
  -1.7575246E+00  -1.7216091E+00
  -3.5110217E+00  -4.2476883E+00
  -9.1658952E-01  -1.7055595E-01
   8.3668866E-01   2.5174322E+00
   4.9631706E+00   4.5056255E+00
   3.2125218E+00   3.5270230E+00
   6.1107727E+00   3.7225050E+00
  -3.5521810E-01  -9.8475169E-01
  -3.6264625E-01  -2.9502989E+00
  -1.5026049E+00  -8.9883907E-01
   6.8978475E-01   3.2649355E+00
   1.4296073E+00   1.5322360E+00
   1.0255016E+00   2.6377925E+00
   1.5304397E+00   1.1640148E+00
   3.4513263E+00   4.1216369E+00
   1.9287055E+00   2.4768230E+00
  -1.4380615E+00  -1.7524621E+00
  -1.4751612E+00  -1.6939389E+00
  -4.3140942E+00  -3.3957722E+00
  -1.9036682E+00  -1.9898931E+00
  -1.2273874E+00   6.4039798E-01
   1.1861096E-01   2.3838064E+00
   3.0536950E+00   2.9957294E+00
   2.2831324E+00   1.0045698E+00
   1.2720885E+00   1.2329617E+00
  -5.0075278E-01  -1.8649724E-01
  -1.1650839E+00  -8.5897051E-01
   1.1159524E+00   4.9604225E-01
  -2.2065936E+00   1.3509705E-01
  -8.1595199E-01  -6.6073859E-01
  -1.4131007E+00  -2.1190390E+00
  -2.8414980E+00  -1.6421361E+00
  -4.3533929E+00  -2.6638223E+00
  -2.1716623E+00  -2.4836049E+00
  -1.4306550E+00  -2.4408323E+00
  -2.3550788E+00  -1.1492388E+00
  -8.0348452E-01  -3.4283180E-01
  -9.3072280E-01  -9.7677097E-01
  -2.4746155E-01  -5.6654973E-02
  -1.7793103E+00  -2.6354089E+00
  -4.7530662E-01  -1.3480036E+00
  -1.3069694E+00  -1.6357715E+00
  -1.2971210E+00  -1.5018224E+00
   3.5266573E-01   7.2868315E-01
  -4.8312084E-01   3.0294440E-01
   8.2333261E-01   1.4023409E+00
   7.7853917E-01   5.8667572E-01
   8.0224810E-01   1.1761639E+00
   2.3524043E+00   2.5044667E+00
   1.7670814E+00   2.8147264E+00
   1.8875559E+00   3.8877302E+00
   4.7546389E+00   5.0774708E+00
   3.3817373E+00   4.2074618E+00
   4.6199751E+00   4.2400660E+00
   3.0183142E+00   3.3881359E+00
   1.0112086E+00   1.0156528E+00
  -1.9393332E+00  -2.7722923E+00
   2.1408964E+00  -7.9920445E-01
   1.2150297E+00   3.3844902E+00
   2.5173326E+00   6.5237896E-01
  -1.0537752E+00  -7.2321805E-01
   2.5941871E+00   3.2143142E+00
   1.5496053E+00   7.6095520E-01
   2.2229686E-01   2.4006975E-01
  -1.6898712E+00  -2.2250060E+00
   1.9885026E-01  -6.9091205E-01
   7.5851342E-01   9.6752785E-01
   1.3755206E+00   6.6676005E-01
   6.7668523E-01   1.4973446E+00
  -8.8355720E-01  -6.0633354E-01
  -2.7177782E+00  -1.2285513E+00
  -1.1710572E-01   1.4874566E+00
  -4.9089168E-01   1.7960080E-01
  -2.2242870E+00  -2.6860240E+00
  -5.4955598E+00  -4.8487431E+00
  -1.7071323E+00  -3.4619317E+00
  -4.4283092E+00  -6.3056037E+00
  -4.9641916E+00  -5.6898959E+00
  -5.8238124E+00  -5.4827904E+00
  -3.1490615E+00  -4.6522444E+00
  -5.3787170E+00  -3.9708221E+00
  -2.2568558E+00  -1.5937367E+00
  -7.8784868E-01  -1.6694984E+00
  -1.1339678E+00  -3.5673233E-01
  -2.3171321E-01   1.4965745E-01
   9.4965046E-01   1.7522759E+00
   4.3553188E+00   3.8104386E+00
   2.4283818E+00   1.8847575E+00
   2.1720242E+00   1.8531258E+00
   1.8633486E+00   1.5868080E+00
   2.3717707E+00   4.1195172E-02
  -9.5512579E-01   1.6740865E+00
  -2.0328708E-02  -4.3414017E-01
  -2.4099374E-01  -5.4940446E-01
   1.6231997E+00   1.2130503E+00
   2.8590809E+00   3.1263972E+00
   3.0714836E+00   5.0065734E+00
   2.2919583E+00   3.1679272E+00
   1.0772653E+00   1.8907167E-01
  -4.2901481E+00  -4.4802826E+00
  -3.3945798E+00  -3.6957416E+00
  -4.2964464E+00  -6.5368211E+00
  -4.1351578E+00  -2.0704539E+00
   4.2314191E+00   4.6240791E+00
   5.6354076E+00   4.4799983E+00
   4.6248031E+00   1.9969939E+00
   2.4761850E+00   2.4295690E+00
   3.8880764E-01  -1.4424607E+00
  -1.3760448E+00  -1.5065480E+00
  -4.7455755E+00  -3.6554040E+00
  -5.2425256E+00  -5.2400066E+00
  -3.8435797E+00  -3.9930012E+00
  -2.5357615E+00  -1.8269630E+00
  -3.6842440E+00  -4.0973168E+00
  -2.1433884E+00  -3.5249570E+00
  -6.3323690E+00  -4.4513005E+00
  -3.7426468E+00  -5.8361485E+00
  -2.8489807E+00  -2.6160710E+00
  -5.0025624E-01  -8.4996853E-01
   9.6988880E-01  -7.8747642E-02
   1.3145367E+00   1.5908004E+00
   3.3856394E+00   2.7262563E+00
   2.7156912E+00   3.7956876E+00
   5.5375672E+00   6.1225619E+00
