 512
 -0.3384922 -0.57148169 -1.053775205 -0.7232180452
 0.566840857 1.255591714 2.594187128 3.214314172
 1.823873463 1.97647049 1.549605266 0.7609552025
 0.1294834424 -1.01129173 0.2222968567 0.2400697539
 -0.8459827338 -1.882487597 -1.689871247 -2.225005985
 -1.814095686 -0.9321492014 0.1988502587 -0.6909120542
 -0.7464054115 -0.5626932409 0.7585134211 0.96752785
 0.9363618775 1.814256184 1.375520574 0.6667600458
 0.7356487435 0.4543036063 0.676685226 1.497344565
 0.8836501364 -0.2527933704 -0.8835572019 -0.6063335418
 -1.307807665 -1.767784381 -2.717778162 -1.228551254
 -1.741141892 -1.669351287 -0.1171057226 1.487456564
 1.588951535 0.7188287586 -0.4908916794 0.1796008046
 -0.08342113562 0.2771252212 -2.22428704 -2.686023988
 -3.287456989 -5.314068139 -5.495559832 -4.848743141
 -3.583938983 -3.815424534 -1.707132308 -3.461931692
 -4.561012108 -5.088044702 -4.428309167 -6.305603709
 -6.238329123 -5.568184967 -4.964191619 -5.689895938
 -3.953658141 -5.688582234 -5.823812422 -5.482790411
 -5.258421561 -4.498854183 -3.149061473 -4.6522444
 -4.92177028 -4.582504206 -5.378716995 -3.970822146
 -2.008365038 -1.932651786 -2.256855797 -1.593736707
 -1.994913472 -0.9646302983 -0.7878486834 -1.669498449
 -1.169381127 0.3313949295 -1.133967817 -0.3567323261
 -0.8756311098 -0.4054088543 -0.2317132116 0.149657449
 0.9362608766 0.4306635327 0.9496504561 1.752275933
 2.347608937 4.00207249 4.355318765 3.810438627
 3.238188396 3.055627866 2.428381773 1.884757484
 2.32770001 1.776940309 2.172024194 1.853125784
 2.324741195 2.158308305 1.86334859 1.58680796
 1.842262662 2.170124429 2.371770708 0.04119517243
 1.382353414 0.3017507431 -0.955125794 1.674086496
 0.5654311709 0.7128464123 -0.02032870828 -0.4341401729
 -0.7926926642 0.08652626899 -0.2409937445 -0.5494044572
 -0.2427421344 1.745651972 1.623199724 1.213050338
 0.8012966207 2.10429179 2.8590809 3.126397155
 4.192803297 4.158330433 3.071483611 5.00657343
 3.027234759 2.759040121 2.291958315 3.167927199
 1.467297839 2.166152247 1.077265335 0.1890716681
 -0.4364920153 -2.045385415 -4.290148144 -4.480282637
 -4.911911805 -3.466429215 -3.394579754 -3.695741566
 -2.524467588 -5.148608208 -4.296446398 -6.536821078
 -4.213716024 -5.375204223 -4.135157812 -2.070453921
 -1.482510425 1.746780096 4.231419091 4.624079137
 6.57744118 6.691272921 5.635407575 4.479998296
 4.762287281 4.160911117 4.624803061 1.996993908
 2.849958813 1.644896872 2.476185029 2.429569037
 2.594339985 0.8004269861 0.3888076368 -1.442460745
 -2.042328308 -1.108613992 -1.376044793 -1.506547953
 -3.035954556 -3.329942628 -4.745575496 -3.655404022
 -5.08545682 -3.925812179 -5.24252557 -5.240006592
 -6.274305262 -4.586798999 -3.843579749 -3.993001162
 -2.295108104 -2.152208649 -2.535761516 -1.82696304
 -4.031922888 -3.941180744 -3.684243957 -4.097316759
 -3.019072221 -2.03634571 -2.143388424 -3.524957003
 -3.601069953 -4.834609455 -6.332368983 -4.451300533
 -4.576275507 -5.542617731 -3.742646845 -5.836148503
 -5.083750677 -3.798649144 -2.848980686 -2.616070992
 -0.7773974425 -1.88840657 -0.5002562419 -0.8499685298
 -0.3987295033 -0.2111865281 0.9698887983 -0.07874764162
 1.01783674 0.5458114034 1.314536733 1.590800397
 4.118335377 3.935050878 3.385639434 2.726256262
 3.333207749 4.006213862 2.715691169 3.79568761
 4.09957133 4.458467563 5.537567185 6.122561926
 5.67877413 5.892407223 5.222908262 5.598025349
 3.231097081 3.324196827 3.725091986 4.155915187
 2.053997427 1.670599356 1.336975288 0.1917235237
 -0.3936914525 -0.5085552798 -0.4788768778 -1.950046034
 -1.757524632 -1.721609111 -2.059844755 -2.198238617
 -3.511021686 -4.247688302 -3.416815287 -2.690070023
 -0.9165895216 -0.1705559455 -0.1396871982 0.2717879617
 0.8366886636 2.51743223 4.245022619 4.137601688
 4.963170604 4.505625473 4.3889256 3.77988312
 3.212521764 3.527022976 4.190068427 5.919313005
 6.110772655 3.722505022 2.020123771 0.1921955827
 -0.3552180964 -0.9847516916 0.01462229299 -0.4850414217
 -0.3626462506 -2.950298938 -3.292252891 -2.246034647
 -1.502604914 -0.8988390685 -0.2333524151 -0.5302928944
 0.6897847504 3.264935513 3.336709337 0.6559968703
 1.429607327 1.53223596 2.095122462 2.504040639
 1.025501607 2.637792527 1.883280701 2.710982866
 1.530439722 1.164014836 2.047545294 3.38983903
 3.451326278 4.121636864 4.905492021 3.10471842
 1.928705499 2.476823024 -0.2571781271 -2.379260221
 -1.43806151 -1.752462134 -0.8082648275 -1.107528286
 -1.475161172 -1.693938913 -2.009608968 -2.957766519
 -4.314094193 -3.395772184 -2.811560374 -2.891272756
 -1.903668218 -1.989893107 -1.438656052 -1.678211249
 -1.227387387 0.6403979827 1.888035084 -0.6239946706
 0.1186109629 2.383806415 2.445128494 3.132847969
 3.053694951 2.995729433 2.876620562 3.229790634
 2.283132402 1.004569782 1.539521693 1.776898408
 1.272088488 1.232961693 0.5143481086 0.1335657032
 -0.500752782 -0.1864972429 0.4342322193 -0.4147897917
 -1.165083902 -0.858970507 -0.1536907816 -0.7705322426
 1.11595237 0.4960422511 -0.5022069615 -0.5419364534
 -2.206593631 0.1350970508 -1.499707802 -0.2222504116
 -0.8159519911 -0.6607385915 -0.4989501619 -1.709479654
 -1.413100671 -2.119039038 -1.907395586 -2.373343906
 -2.841498011 -1.642136111 -3.070358305 -3.30496939
 -4.35339292 -2.663822274 -2.928405961 -2.721727303
 -2.171662337 -2.483604921 -2.459128165 -1.205752756
 -1.430655018 -2.440832268 -4.010912654 -1.828921021
 -2.35507877 -1.149238832 -2.07144499 -1.655424341
 -0.8034845237 -0.3428317975 -1.055127808 -2.360192417
 -0.9307227964 -0.9767709666 -0.8231160183 -0.7093755273
 -0.247461551 -0.05665497343 -0.5588022248 -0.7569256135
 -1.779310333 -2.635408916 -2.15641967 -1.927715387
 -0.4753066175 -1.348003587 -1.385675507 -1.209883232
 -1.30696937 -1.635771502 -1.118788327 -1.41033601
 -1.29712098 -1.501822431 -1.712043909 -0.9178129139
 0.3526657318 0.7286831452 -0.720035012 -0.1737204614
 -0.4831208384 0.3029444036 0.1185329834 0.5256385342
 0.8233326075 1.402340877 0.7489739333 1.283115237
 0.7785391748 0.586675716 2.11043193 2.076522214
 0.802248103 1.176163898 1.724667203 3.968750843
 2.352404301 2.504466686 3.128837051 1.370451199
 1.767081439 2.814726367 3.710622049 2.209157946
 1.887555949 3.887730151 5.524419644 5.617255662
 4.754638879 5.077470835 5.620352893 4.244845248
 3.381737286 4.207461822 4.29894503 3.188100079
 4.619975075 4.240066021 4.38665962 6.109509639
 3.018314157 3.388135949 3.589763452 2.185414279
 1.011208565 1.015652757 -0.5321248808 -0.5578191967
 -1.939333237 -2.772292275 -0.6641136613 1.112113022
 2.140896371 -0.7992044479 -1.006030325 0.0525101908
 1.215029681 3.384490197 3.183404477 2.995389883
 2.517332589 0.6523789598 1.535080912 1.736249766
